"individualCount","eventDate","stateProvince","locality","decimalLatitude","decimalLongitude","scientificName","verbatimScientificName","datasetKey","commonName"
1,2021-11-30,"Rajasthan","Bersiyala, Rajasthan, IN (26.452, 70.537)",26.45186,70.53701,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
3,2021-10-19,"Rajasthan","Kumher area",27.341084,77.36628,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
7,2021-10-16,"Uttarakhand","Dhaula Giri",30.347757,78.17836,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-09-18,"Punjab","Near LPU Phagwara",31.258724,75.71669,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-10-12,"Madhya Pradesh","Kanha NP--Mukki Zone",22.158897,80.66334,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
4,2021-11-07,"Rajasthan","Myajlar-Tanot Road",26.265314,70.355545,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
3,2021-11-18,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
5,2021-09-05,"Tamil Nadu","Masinagudi",11.570583,76.64002,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-09-15,"Ladakh","Diskit",34.58236,77.46651,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-09-08,"Karnataka","Hutridurga",12.956718,77.12149,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-09-16,"Rajasthan","Keoloadev National Park Road, Bharatpur, Rajasthan, IN (27.195, 77.511)",27.194834,77.5107,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
6,2021-11-17,"Jammu and Kashmir","Basantar Devak Course",32.511642,75.026535,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
10,2021-09-12,"Jammu and Kashmir","BG Poonch",33.550785,74.21628,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-11-21,"Uttar Pradesh","Gomti Bridge on IIM Road, Lucknow",26.908405,80.87876,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
NA,2021-11-16,"Uttarakhand","Bintola Malla, Uttarakhand, IN (29.643, 79.674)",29.643303,79.67419,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-09-26,"Jammu and Kashmir","Keediyan Gandiyal Bridge",32.31763,75.515305,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-24,"Rajasthan","Chambal River, Kota IN-RJ 25.13103, 75.72749",25.131027,75.72749,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
5,2021-09-25,"Madhya Pradesh","Kutwahi",22.339905,80.46925,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
4,2021-09-21,"Chhattisgarh","Bhaata Behind Nandani Airstrip, Chhattisgarh, IN (21.286, 81.382)",21.286135,81.38213,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
26,2021-11-23,"Rajasthan","Tal Chhapar Sanctuary",27.796604,74.43263,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
1,2021-10-09,"Uttarakhand","Track to Khalia Top, Khaliya, Uttarakhand, IN (30.062, 80.21)",30.062252,80.2098,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
3,2021-09-27,"Karnataka","Bandipur NP, ಬಂಡೀಪುರ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ",11.672074,76.61792,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
1,2021-11-30,"Tamil Nadu","Moyar Vally, Tamil Nadu",11.608678,76.693695,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
2,2021-11-28,"Uttarakhand","Mussoorie , Uttarakhand",30.45017,78.088104,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-11-06,"Odisha","Chilika Lake",19.756365,85.37613,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-26,"Gujarat","Epicenter Homestay, Lodai, Gujarat",23.387833,69.90329,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
1,2021-10-10,"Rajasthan","Jatoli road",27.202223,77.51058,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-09-04,"Karnataka","Savanadurga State Forest",12.912314,77.29354,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-18,"Uttarakhand","Chopta Valley (OBI)",30.348003,79.05209,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-11-01,"Assam","Sarudhadum Gaon, Assam, IN (27.701, 95.585)",27.701067,95.584854,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
2,2021-11-28,"Uttarakhand","Mussoorie , Uttarakhand",30.45017,78.088104,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
5,2021-11-28,"Rajasthan","Garadiya Mahadev Road, Daulatganj at, Rajasthan, IN (25.12, 75.72)",25.12004,75.72028,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-09-16,"Rajasthan","Rupbas, Rajasthan, IN (26.999, 77.586)",26.998646,77.586136,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-10-29,"Rajasthan","Chambal River Gorge, near Garadia Mahadev Temple",25.11859,75.73401,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
9,2021-11-28,"Rajasthan","Garadiya Mahadev Road, Daulatganj at, Rajasthan, IN (25.12, 75.72)",25.12004,75.72028,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
4,2021-10-08,"Uttar Pradesh","Fatehpur Sikri",27.096535,77.66508,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-12,"Himachal Pradesh","Dharamshala, Kangra IN-HP 32.22017, 76.33977",32.220165,76.33977,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-11-26,"Uttarakhand","Unnamed Road, Munsyari, Uttarakhand, IN (30.068, 80.247)",30.067612,80.24737,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
2,2021-09-27,"Himachal Pradesh","Kapahri, Himachal Pradesh, IN (32.372, 75.862)",32.37171,75.86227,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-23,"Karnataka","Byrasandra Hills",12.989835,76.79044,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-10-11,"Tamil Nadu","Masinagudi-- Cheetal Walk (Restricted Access)",11.536838,76.6911,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-11-30,"Uttarakhand","Bulkana-Tungnath, Kedarnath Widlife Sanctuary",30.478798,79.2187,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-11-05,"Rajasthan","Baasi Territorial forest",24.53523,73.66772,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-11-26,"Rajasthan","Unnamed Road, Padajhar Khurd, Rajasthan, IN (24.899, 75.527)",24.898615,75.527275,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
NA,2021-09-12,"Madhya Pradesh","Alahada Khedi, Madhya Pradesh, IN (23.162, 77.056)",23.161646,77.055786,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-10-02,"Assam","Laina Grassland, Talap",27.704,95.508,"Gyps tenuirostris G.R.Gray, 1844","Gyps tenuirostris","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Slender-billed Vulture"
1,2021-09-21,"Ladakh","Taglangla pass",33.51213,77.76295,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
5,2021-11-25,"Uttarakhand","Bhatwari, Uttarakhand, IN (30.818, 78.619)",30.818325,78.61865,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-15,"Rajasthan","Keoloadev National Park Road, Bharatpur, Rajasthan, IN (27.201, 77.508)",27.20116,77.50793,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-09-07,"Uttarakhand","Auli",30.524305,79.56395,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-09-23,"Madhya Pradesh","Unnamed Road, Mohli, Madhya Pradesh, IN (23.526, 79.227)",23.525623,79.22743,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-10,"Uttarakhand","Bhinlgana Range, Uttarakhand, IN (30.589, 78.864)",30.58929,78.863655,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
2,2021-11-19,"Rajasthan","Desert NP (DNP) & Surroundings--Sudasari",26.722372,70.60445,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-11-11,"Madhya Pradesh","Dumna Nature Reserve Park",23.16952,80.01284,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-27,"Uttarakhand","Tungnath",30.488224,79.21691,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
1,2021-10-09,"Uttarakhand","Track to Khalia Top, Khaliya, Uttarakhand, IN (30.064, 80.21)",30.06447,80.210014,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-11-28,"Ladakh","Hanley  (32.781, 78.998)",32.78101,78.99811,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
3,2021-10-14,"Rajasthan","Tal Chhapar WLS--Gaushala Area",27.807499,74.44986,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-19,"Uttarakhand","Chopta Valley (OBI)",30.348003,79.05209,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-09-23,"Madhya Pradesh","Unnamed Road, Mohli, Madhya Pradesh, IN (23.526, 79.227)",23.525623,79.22743,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
1,2021-11-01,"Uttarakhand","Unnamed Road, Uttarakhand, IN (30.346, 79.033)",30.345987,79.03272,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
2,2021-10-09,"Uttar Pradesh","Fatehpur Sikri",27.096535,77.66508,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
6,2021-11-18,"Madhya Pradesh","Towards Jhalar Camp",24.571373,79.90107,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
13,2021-11-27,"Uttarakhand","Uttarakhand, IN (29.937, 80.126)",29.937431,80.126144,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-09-20,"Himachal Pradesh","Great Himalayan NP--Guishaini",31.638199,77.42897,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-11-20,"Madhya Pradesh","Kanha NP--Mukki Zone",22.158897,80.66334,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
32,2021-11-07,"Rajasthan","Jaisalmer - Sam - Dhanana Road",26.801994,70.3374,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
1,2021-10-31,"Rajasthan","Keoladeo National Park, Bharatpur IN-RJ 27.17381, 77.52043",27.17381,77.52043,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
NA,2021-10-11,"Himachal Pradesh","Haripurdhar, Himachal Pradesh, IN (30.764, 77.528)",30.764418,77.52806,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-10-02,"Maharashtra","Madhe Ghat Water Fall",18.197422,73.5744,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2021-10-07,"Uttarakhand","Barsu, Uttarakhand, IN (30.845, 78.601)",30.845291,78.60073,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
4,2021-09-25,"Madhya Pradesh","Siddh Baba Mandir, Mador, Madhya Pradesh",25.283041,78.57301,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-30,"Uttar Pradesh","Okhla Bird Sanctuary Gate",28.551449,77.31852,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-28,"Rajasthan","Rajasthan State Highway 33, Jamoonya, Rajasthan, IN (25.054, 75.726)",25.053791,75.72565,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
4,2021-11-28,"Haryana","Mangar Bani",28.385614,77.15408,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-11-28,"Himachal Pradesh","Chakki more-bhoj nagar road,Himachal Pradesh",30.862005,77.00524,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-11-28,"Rajasthan","Garadiya Mahadev Road, Daulatganj at, Rajasthan, IN (25.12, 75.72)",25.12004,75.72028,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
1,2021-11-11,"Madhya Pradesh","Kanha NP--Mukki Zone",22.158897,80.66334,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
3,2021-10-10,"Rajasthan","Malah, Rajasthan, IN (27.179, 77.488)",27.17923,77.488266,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-20,"Uttarakhand","Malla Sarmoli",30.07881,80.23186,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-09-13,"Himachal Pradesh","Sarahan Pheasantry area",31.50702,77.79617,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-11-22,"Madhya Pradesh","Kanha NP--Mukki Zone",22.158897,80.66334,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
2,2021-10-09,"Uttarakhand","Track to Khalia Top, Khaliya, Uttarakhand, IN (30.065, 80.21)",30.06452,80.20998,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2021-11-30,"Tamil Nadu","Moyar Vally, Tamil Nadu",11.608678,76.693695,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
1,2021-09-13,"Ladakh","Unnamed Road (33.111, 78.835)",33.11089,78.835304,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
7,2021-11-27,"Karnataka","Bangalore - Shivamogga Road, Habbanaghatta Kaval, Karnataka, IN (13.287, 76.255)",13.286945,76.255325,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
6,2021-11-06,"Maharashtra","Pench Tiger Reserve, Maharashtra",21.643925,79.24138,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
2,2021-11-10,"Madhya Pradesh","makhni",23.393549,77.754196,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-11-19,"Assam","Kaziranga NP & Surroundings--Central Range (Kohora)",26.63756,93.36694,"Gyps tenuirostris G.R.Gray, 1844","Gyps tenuirostris","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Slender-billed Vulture"
1,2021-11-26,"Uttarakhand","Unnamed Road, Munsyari, Uttarakhand, IN (30.068, 80.247)",30.067612,80.24737,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
7,2021-10-14,"Rajasthan","Tal Chhapar Sanctuary",27.796604,74.43263,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-09-25,"Gujarat","Tulsishyam, Gujarat, IN (21.051, 71.025)",21.05122,71.02538,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
2,2021-09-30,"Uttar Pradesh","Saunot Wetland Mathura",27.35268,77.595535,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-19,"Gujarat","Gir Interpretation Zone (Devaliya Park)",21.15832,70.510124,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2021-10-08,"Uttar Pradesh","Barari - Ole Road, Ol, Uttar Pradesh, IN (27.31, 77.635)",27.31009,77.63513,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2021-10-12,"Jammu and Kashmir","Laripora (34.039, 75.321)uphill",34.038673,75.321175,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2021-09-26,"Madhya Pradesh","Nauradehi Wildlife Sanctuary",23.541534,79.21127,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
12,2021-10-31,"Uttarakhand","Kedarkanta Trek",31.057058,78.17992,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-03,"Himachal Pradesh","Kangos To Kaaye , Himachal Pradesh, IN (31.552, 77.931)",31.552076,77.93147,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
2,2021-11-23,"Himachal Pradesh","Chakki Morh",30.852997,77.00257,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
10,2021-11-27,"Madhya Pradesh","pench",21.73407,79.367035,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
7,2021-11-30,"Tamil Nadu","Moyar Vally, Tamil Nadu",11.608678,76.693695,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2021-09-10,"Ladakh","Wari la road",33.97014,77.81571,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
50,2021-10-13,"Uttarakhand","Track to Khalia Top, Khaliya, Uttarakhand, IN (30.062, 80.205)",30.061855,80.20506,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2021-09-18,"Punjab","Near LPU Phagwara",31.258724,75.71669,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-11-16,"Uttarakhand","Lekhghati",29.706087,80.139755,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
30,2021-11-04,"Madhya Pradesh","Keoti, Madhya Pradesh, IN (24.816, 81.451)",24.816177,81.45139,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
3,2021-10-03,"Himachal Pradesh","Kangos To Kaaye , Himachal Pradesh, IN (31.552, 77.931)",31.552076,77.93147,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2021-10-17,"Rajasthan","Chambal River Gorge, near Garadia Mahadev Temple",25.11859,75.73401,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2021-10-29,"Rajasthan","Jorbeer Reserve",27.962214,73.38017,"Aegypius monachus (Linnaeus, 1766)","Aegypius monachus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Cinereous Vulture"
2,2021-11-20,"Sikkim","Gurudongmar Plateau",28.034073,88.62823,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
5,2021-09-20,"Himachal Pradesh","Unnamed Road, Khabal, Himachal Pradesh, IN (32.171, 76.036)",32.170628,76.036415,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2021-09-18,"Punjab","Near LPU Phagwara",31.258724,75.71669,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2021-10-29,"Uttarakhand","Jabarkhet Nature Reserve Tehri Road, Dehradun IN-UT 30.45413, 78.11613",30.454132,78.11613,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
12,2021-09-07,"Rajasthan","Unnamed Road, Karondi, Rajasthan, IN (25.082, 75.689)",25.081915,75.68934,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
